main_user,userid,screen_name,name,description,contributors_enabled,protected,followers,following_cnt,followers_cnt,listed_cnt,status_cnt,favourites_cnt,language,created-at,verified,url,avatar,users_twt_date,location
contra_investor,1011376071969837058,Inspiremyminds1,Inspire My Mindset,Life Coach Group Facilitators Motivational Speakers Crystal Healing PractitionersHolistic Healers Beauty Health Mind Body Soul.  #InspireMyMindset,False,False,friends,556,393,1,530,434,en,2018-06-25 22:30:20,False,https://t.co/bfm12HJtdH,,2019-04-01 13:56:54,Kingston  NY
contra_investor,902516431765602304,Gutrgoo,Gutrgoo,India's very own Social Media Platform,False,False,friends,724,7463,4,2,1,en,2017-08-29 13:01:00,False,https://t.co/hknsDVwYEK,,2017-08-29 14:47:11,India
contra_investor,64526820,annavetticad,Anna MM Vetticad,Author of ?The Adventures of an Intrepid Film Critic? Journalist Teacher World's most committed feminist :),False,False,friends,608,114550,885,105678,6769,en,2009-08-10 21:52:00,True,http://t.co/B1cpxOkTcj,,2019-04-05 07:37:19,New Delhi  India
contra_investor,918364382622392320,ProjectMukti,ProjectMukti,A Dalit Bahujan Adivasi Minority women gender non-binary and trans led technology start-up working to end digital caste apartheid in South Asia.,False,False,friends,151,893,8,817,365,en,2017-10-12 06:35:06,False,https://t.co/JiP7167c5y,,2019-04-03 15:52:37,New Delhi  India
contra_investor,717220465262075909,MakrandParanspe,Makarand R Paranjape,?There is a truth to know a work to do?: poet-professor-public intellectual not merely a political animal; currently Director IIAS Shimla. Views are personal.,False,False,friends,88,40278,131,14235,24523,en-gb,2016-04-05 05:20:59,True,https://t.co/QayKFYEwZi,,2019-04-05 08:15:01,??????? ??????????
contra_investor,86342654,Piyu_Nair,#Chowkidarni Piyu Nair ????? ????,?A Lady In White Coat ?????? #Food & #Nutrition Expert? #IndiasDaughter ???? - The only identity I want to carry ? @adgpi Lover ? #FitnessAddict ??????,False,False,friends,1486,12348,53,92986,47489,en,2009-10-30 16:07:01,False,,,2019-04-05 11:16:05,cochin  Bharat
contra_investor,835726475819114496,mySWADES,SWADES,?SWADES Samvad? in National Interest for Nation..we will organize discussions in Metro Towns School College Villages...write to us at officeofDGP@gmail.com,False,False,friends,3,10981,6,543,0,en,2017-02-26 05:41:33,False,,,2019-03-20 08:09:14,India
contra_investor,819245288,Deepali_Dwivedi,Deepali Dwivedi,Lawyer | Partner Atham Legal,False,False,friends,473,1230,8,3034,2866,en,2012-09-12 09:57:46,False,https://t.co/cSabjVAVbK,,2019-04-04 10:46:46,Delhi-Mumbai 
contra_investor,828893932473942016,khare_kritika,Kritika Khare,?????? ?? ?????? ?? ?????? ???? ???? ?????.....?? ??????? ??? ??? ??? ?? ???? ?? ???....??,False,False,friends,56,19,0,38,411,en,2017-02-07 09:11:28,False,,,2019-03-01 16:41:03,Bengaluru  India
contra_investor,2518285664,seenajoyc,Seena Joy,Engineer Writer Traveler with a Wanderer's Soul Entrepreneur Thinker.,False,False,friends,1791,1198,55,2396,3582,en,2014-05-23 17:09:03,False,https://t.co/JrThDih0Vl,,2019-04-04 22:22:26,The Netherlands
contra_investor,812721992889696257,DhamraitHardial,Hardial Dhamrait,UK,False,False,friends,193,78,0,1155,1099,en,2016-12-24 18:09:57,False,,,2019-04-05 11:00:56,Derby  England
contra_investor,984517273581797377,DrGunratan,Adv Dr Gunratan Sadavarte,,False,False,friends,73,13,1,1,5,en,2018-04-12 19:43:04,False,,,2018-04-28 08:20:05,
contra_investor,790974484123705344,Tao_not_Dow,Tao-not-Dow,Verses inspired by the Tao not translations. The background numbers in each image refer to the original verse.,False,False,friends,13270,13756,108,1513,2474,en,2016-10-25 17:53:07,False,https://t.co/TpjSTlKbO4,,2019-04-05 10:20:24,
contra_investor,958918512038371328,soosidal,Zoyya Gulzar,worst combination of chromosomes,False,False,friends,85,2988,4,1104,738,en,2018-02-01 04:22:43,False,,,2019-04-05 08:53:03,
contra_investor,975290079810760710,RidhimaTripath4,Chowkidar Ridhima Tripathi ????,Nationalist | Modi for #NewIndia  Mission 350++ | ?? ????? |?? ???? ||????????,False,False,friends,1019,4151,7,47096,8777,en,2018-03-18 08:37:29,False,,,2019-04-05 12:47:36,Gurgaon  India
contra_investor,1050549894782447616,Bahrupiya1,Bahrupen,????? ?? ????? ??? ?? ??? ?? ????? ????? ?? ?????? ?? ???? ??,False,False,friends,45,88,0,422,1317,en,2018-10-12 00:53:07,False,,,2018-12-21 12:10:09,Kisangarh 
contra_investor,249520655,mvmeet,Chowkidar Mahesh Vikram Hegde,Blessed to be followed by PM Narendra Modi,False,False,friends,6745,138679,232,44140,29848,en,2011-02-09 06:25:07,False,https://t.co/UEYX0n8VNM,,2019-04-05 12:37:02,
contra_investor,332799754,nirzary,justin barber,celebrity hairstylist | she/her,False,False,friends,148,4796,46,28045,28831,en,2011-07-10 12:55:00,False,,,2019-04-05 11:23:06,India
contra_investor,2152550364,ByRakeshSimha,Chowkidar Simha,Published: @RussiaBeyond @HTtweets @SwarajyaMag @Claws_India FE. Cited: USAF US Army War College US Naval PG School Johns Hopkins SAIS @CarnegieEndow @BBC,False,False,friends,7,7215,39,10962,8198,en,2013-10-24 08:42:48,False,,,2019-04-05 08:18:46,Pali Hill  Mumbai
contra_investor,3283591993,Ananth_Krishna_,Ananth Krishna Subhalaksmy Chittayal,Law Student at NUALS Kochi. Bharathiya Sanatana Dharmi ??????.  Tweets on Constitution/Law Kerala and History. Occasionally on Politics.,False,False,friends,1030,1666,11,21352,32560,en,2015-07-18 16:43:27,False,https://t.co/LnfZohrmBm,,2019-04-05 12:01:43,Kozhikode  India
contra_investor,1037628930713432064,Kasheer_suneel,??????? ???? ????????  ?? ????,?????? ?? ?? ?????? ???? ?? ?? ?????? ???? ??????...... #???????? ...... #ModiOnceMore .....? ????? ? ????? ????,False,False,friends,3145,4815,10,33848,45275,en,2018-09-06 09:09:50,False,,,2019-04-05 12:47:30,Hindu republic of india ????
contra_investor,719748605330989056,snehasneha173,Chowkidar Sneha Singhvi,A lioness at heart n piscean by nature.journalist by degreeteacher by passionex radio jockey with a strong impressionnational chess player swimming lover,False,False,friends,589,8797,14,26280,15289,en,2016-04-12 04:46:54,False,https://t.co/g1gJByNr5C,,2019-04-05 12:25:40,??????
contra_investor,919023246497869824,Bhartiysannari,???? Chowkidar Vinita Doshi ????,?? ???? ??? ?? ??? ??? ?? ?? ?? ?? ?? ?? ????????????????? ?? ????????? ?? ?? ???? ?? ?? ???? ???? ?? ????????Retweet is not endorsement????? ???? ????????,False,False,friends,540,31009,29,176637,6592,en,2017-10-14 02:13:11,False,https://t.co/0oV7Md30Jf,,2019-04-05 12:46:23,India
contra_investor,961312197333798912,ipalitDebarupa,Chowkidar Debarupa Palit,Completed graduation from MBB College Agartala Indiain Maths Honours .Originally from KAILASAHAR Tripura.ModiBhakt,False,False,friends,53,205,0,2702,6312,en,2018-02-07 18:54:22,False,,,2019-04-05 12:09:24,Agartala  India
contra_investor,990892076211486721,me_and_my_crew_,??????? ?? ??? ??? ?? ???? ????????,Bachelor of Media and Communication La Trobe University Australia.Journalism Media Industries Sport Journalism & Public Relations.,False,False,friends,1459,14252,5,13090,45250,en,2018-04-30 09:54:15,False,,,2019-04-05 11:37:37,Victoria  Australia
contra_investor,994219044470325248,Tinni83586952,Chokidar Tinni,Nation first.,False,False,friends,166,1859,0,2602,56559,en,2018-05-09 14:14:26,False,,,2019-04-05 12:42:50,??????
contra_investor,85657578,MrsGandhi,Chowkidar Priti Gandhi,National Incharge of Social Media - BJP Mahila Morcha - World's largest political party! ? Tweets are strictly my personal point of view ? ????? ???? ???????!,False,False,friends,999,364660,717,83440,32732,en,2009-10-27 20:43:25,True,https://t.co/cjXqo5t9hJ,,2019-04-05 11:14:38,Maharashtra  India
contra_investor,954124423,AmyMek,Amy Mek,God Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight for the Wrongfully Incarcerated Animals & America. #JewsForTrump #NRA ????,False,False,friends,5504,246684,1745,44599,101709,en,2012-11-17 18:46:39,False,https://t.co/UMQUUOhLaP,,2019-04-04 18:37:56,NYC
contra_investor,85221650,ncbn,N Chandrababu Naidu,Chief Minister Andhra Pradesh | President Telugu Desam Party | Member of Legislative Assembly Kuppam,False,False,friends,4,4205495,1200,6621,8,en,2009-10-26 02:44:48,True,https://t.co/qugtwAGTSk,,2019-04-05 11:54:26,Amaravati  Andhra Pradesh
contra_investor,2514971868,MalluKudi,Mallu Kudi,Happy go Lucky Coffee Lover and Part time Poet,False,False,friends,110,176,1,727,264,en,2014-05-22 09:32:44,False,,,2019-03-10 15:43:53,
contra_investor,31085604,elopezblanco,Esteban Lopez Blanco,Executive Entrepreneur. Computer Science & MBA. Strategies on times of exponential change. Small creator on the search. Humanist learning to expand love.,False,False,friends,122,192,10,555,118,en,2009-04-14 08:39:06,False,,,2019-03-29 07:04:55,US - Santa Monica
contra_investor,176763031,Nitu_Ji,Chowkidar - ???? ????? ????,?????? ... ????? ... ???????? ..!! RT Not Endorsement ...??????????,False,False,friends,63,14033,50,87494,24515,en,2010-08-10 11:11:47,False,https://t.co/ZVQ3grMCPm,,2019-04-05 10:43:09,Jhunjhunun  India
contra_investor,1878725887,ashisht84085900,Asheesh Tripathi,@s/w DevelopmentTravelingCricketMusicEngineerVegetarianBe the change,False,False,friends,1111,66,0,471,2427,en,2013-09-18 08:52:51,False,,,2019-04-05 11:31:12,Lucknow UP
contra_investor,263793754,PoulomiMSaha,Poulomi Saha,News Anchor/Associate Editor India Today Television @indiatoday. RTs are not endorsements. Views are personal.,False,False,friends,1101,12554,125,13275,9055,en,2011-03-10 19:10:40,True,https://t.co/y9pPSMpqBQ,,2019-04-05 10:22:30,Delhi  India
contra_investor,14691203,NatashaFatah,Natasha Fatah,Breaking News Reporter & Host. Former Print Columnist & Radio Producer. RT=FYI Opinions=Mine,False,False,friends,1359,52586,639,31445,37340,en,2008-05-07 20:14:08,True,,,2019-04-05 09:58:12,Toronto
contra_investor,25123615,BJP4Karnataka,BJP Karnataka,Official account of BJP Karnataka,False,False,friends,157,251474,326,21860,461,en,2009-03-18 18:31:05,True,https://t.co/3v4PW7W0Oo,,2019-04-05 10:31:49,Karnataka  India
contra_investor,487538020,shuklapinku,????? ??????,?? ???? ?????? ????? ??.. !!?????????? ?? ?????????? ????? ??!!,False,False,friends,522,78742,279,545741,71609,en,2012-02-09 13:31:16,False,https://t.co/dH13XQqIoa,,2019-04-05 12:38:18,??????? ???? ???????
contra_investor,236393137,RuchikaTalwar,Ruchika Talwar,Journalist with SBS Australia. Ex-Business Standard Indian Express & Zee News (everyone makes mistakes). Specialist of Indo-Pak affairs. Working on book&film.,False,False,friends,1474,8697,57,25213,992,en,2011-01-10 13:52:50,False,,,2019-04-05 12:08:30,Melbourne  Delhi  Amritsar
contra_investor,198030688,alok_bhatt,Chowkidar Alok Bhatt,There is a fat chance that u may not like my views as I tend to speak my mind & heart-iam a proud Hindu & Uttarakhandi-India is my identity-impatient for sure!,False,False,friends,763,40968,339,223622,27917,en,2010-10-03 04:21:13,False,,,2019-04-05 12:43:12,Bharat
contra_investor,609948482,warrier_anjana,Anjana Warrier,Nationalist Avid tweeter News Junkie Retweets not necessarily endorsement,False,False,friends,245,566,34,40151,7389,en,2012-06-16 12:26:50,False,,,2019-04-05 10:32:33,
contra_investor,887266110973722625,HiralShah27,Hiral,Jain who loves garlic.You are under psychiatric surveillance ??,False,False,friends,256,2850,6,22959,12990,en,2017-07-18 11:01:40,False,,,2019-04-05 12:44:35,Mumbai  India
contra_investor,104782572,AditiIndiaFirst,Aditi Patwardhan ????,22 engineering student proud Indian taciturn defence & aviation enthusiast an avid reader and now an amateur blogger.,False,False,friends,712,8517,112,85983,164782,en,2010-01-14 11:17:46,False,https://t.co/k30OJQjxx1,,2019-04-05 08:19:42,Nagpur  India
contra_investor,99034397,DrShobha,Dr Shobha,MotherColumnistDreamer Nationalist; RTs?Approvals https://t.co/j5xp9GEspwhttps://t.co/Pj0Qh5bWWz,False,False,friends,2464,138617,551,201878,155607,en,2009-12-24 05:11:14,False,https://t.co/qsPxcxCmnt,,2019-04-05 12:30:28,
contra_investor,31103923,ndcnn,Chitra Narayanan,Journalist. Tea Guzzler. People Watcher. Traveller. Books Brands and Banter,False,False,friends,3412,17237,261,36661,35737,en,2009-04-14 11:47:20,True,https://t.co/esPY2mG5iI,,2019-04-05 12:06:45,New Delhi
contra_investor,1037665330213085185,Jyotika111,?????????????? ???????????,I m a cute & simple girl????My Tweets are in My LIKEs ???... ???? ???? ?? ????? ??????????? ????????????? ??????? ??? ???? ?? ???????? ???????????????????????,False,False,friends,44988,81494,32,32403,561,en,2018-09-06 11:34:28,False,,,2019-04-05 12:36:55,New Delhi  India
contra_investor,989522265623576583,PujaMorya,????????? ??????????????,? ???? ?????? ? ???? ?????? ????? ??? ??? ?? ?? ???? ??? ?? ??? ????? ???....!!???? ???? ?? ?? ????? ????????????? ???? ????????,False,False,friends,2009,38685,9,5916,31238,en,2018-04-26 15:11:07,False,,,2019-04-02 17:08:18,UTTRAKHAND india ????? ???
contra_investor,986539503593533440,Amrita_BJP,??????? ?? ????? ?? 33.5K,Followed By @KapilMishra_IND @tajinderbagga @TcGehlotOffice @KailashOnline & @Dr_Uditraj  Tweets In Likes ??,False,False,friends,59,33654,3,6341,885,en,2018-04-18 09:38:41,False,https://t.co/6d82lB8QSA,,2019-04-04 12:25:53,Azamgarh  India
contra_investor,1046729292023980032,riyaOmm,Riya ?? ????  ???? ???? ??? ???? ??? ???? ????,????? ?????? ???????? #?????_????_??????? #????????_????????_????? #SaveSabarimala #StrikeDownArticle35A Adored by @KailashOnline @SuPriyoBabul & many blue tick,False,False,friends,933,11813,4,31989,52862,en,2018-10-01 11:51:25,False,https://t.co/vmX7CYZJu0,,2019-04-04 23:30:00,JAMBU DWEEPA
contra_investor,945615093638733824,Pinkimishr,Pinki sudhir mishra,loves hindutv and l love my india...,False,False,friends,1057,54033,15,19445,7781,hi,2017-12-26 11:19:41,False,,,2019-04-05 09:55:08,Faizullaganj Lucknow up india
contra_investor,1036597498901671936,AbyahiT,?????? ?????,?????? ????? ???? ?? ????...,False,False,friends,17454,24979,5,465,74,en,2018-09-03 12:51:17,False,,,2019-04-05 07:24:53,Ayodhya  India
contra_investor,3038389584,UttarPradesh75,Chowkidar of Uttar Pradesh,Uttar Pradesh,False,False,friends,40833,39650,89,68427,15108,en,2015-02-23 19:20:27,False,,,2019-04-05 11:37:00,Uttar Pradesh  India
contra_investor,2928492836,prashantkgf,#??????? @ prashant m mehta ????,Ready for 2019 ek baar phir se Modi Sarkar  Jai Hind Jai Bharat Mata ki ...live n let live..but let live honestly. #teamIndiafirst #indiafirst,False,False,friends,630,298,0,4040,12437,en,2014-12-13 11:57:45,False,,,2019-04-05 05:29:22,
contra_investor,2729940127,DevenderShekhar,??? ?? ??????? Devender Shekhar,,False,False,friends,44,120,1,15720,9195,en,2014-08-13 17:19:04,False,https://t.co/n7IPcZB2AB,,2019-04-05 10:43:16,
contra_investor,51310666,ExSecular,Chowkidar ExSecular,????? ???? ???????  #SaveCows,False,False,friends,642,67122,231,278710,202991,en,2009-06-27 01:59:11,False,,,2019-04-05 11:55:08,Pale blue dot 
contra_investor,817261962,madan_usharma,madan sharma#HDL,??????? ???????? ??????? ???? ?? ???? ?????????? ???????? ?????????? ???? ???? ???? retweet is not endorsement,False,False,friends,3619,3754,0,4367,1239,en,2012-09-11 11:50:07,False,,,2019-03-25 02:07:20,????? ?????? ???? 
contra_investor,342825584,DP9JUNE,Priya,Nationalist|Proud Hindu|Disgrace comments against ???? not tolerated*|Allergic to Commies & AAPtards|Support NAMO* governance|Pests will b Blocked.,False,False,friends,1015,1739,9,73303,86893,en,2011-07-26 16:56:38,False,,,2019-04-05 12:07:55,Bharat
contra_investor,3144558403,VK1354,VDK,,False,False,friends,201,583,35,94653,45029,en-GB,2015-04-08 08:53:00,False,,,2019-04-05 08:53:26,
contra_investor,940448862489100289,aroraups,Ups ???? (Chowkidar),Modi Fan saffron ????? ?????? ???? ??? ?? IT cell team Haryana BJP,False,False,friends,48,2465,2,10556,28709,en,2017-12-12 05:10:56,False,,,2019-04-05 12:35:04,Haryana  India
contra_investor,927314469600088064,OneDevloperArmy,One Devloper Army,It's not magic. It's talent and sweat.,False,False,friends,1,12574,87,460,0,en,2017-11-05 23:19:33,False,https://t.co/QDziMxSvif,,2019-02-16 12:04:15,localhost 
contra_investor,825770914226827264,Ruchiqueen008,??????? Ruchi,????? ????? ????? ???? ?????? ?? ??? ?? ??? ???? ?? ?? ?? ?? ???? ?? ????? ???? ?? ?????? ?? ?? ???? ????? ??? ???? ??????? ?? ??????? ?? ???? ???????,False,False,friends,90579,83052,59,2200,934,en,2017-01-29 18:21:42,False,,,2019-04-02 03:03:59,Navi Mumbai  India
contra_investor,828441342946717698,KdwivediVinod,ADV.VINOD K DWIVEDI ???????,INDIA MUST B CHANGED 2 BHARATVARSHA BY @narendramodi JI  FOLLOWED BY @jagadguruP  @PiyushGoyalOffc  @dineshayan1 @sharmakhemchand @hypnotistchris @Scaramucci,False,False,friends,458,2756,0,10524,125960,en,2017-02-06 03:13:02,False,,,2019-04-05 08:30:21,#SRI_AYODHYA_JI
contra_investor,76294950,AnupamPKher,Anupam Kher,Actor/Teacher/MotivationalSpeaker/UN Ambassador @HeForShe,False,False,friends,167,13315155,9045,37304,12588,en,2009-09-22 09:53:46,True,https://t.co/xkGBYa4tYM,,2019-04-05 12:01:13,Mumbai  India
contra_investor,458353778,shrialokmishra,Bhaiyya ji [ Chowkidar ],!! nationalist !!Hindu activist !! social activist !!,False,False,friends,8025,23435,32,2853,7319,en,2012-01-08 13:27:05,False,https://t.co/7brRrqClzK,,2019-04-05 12:36:45,New Delhi  India
contra_investor,968463552712462336,RamBach63967607,??????? ??? ??? ???????,,False,False,friends,5002,1556,0,2763,4988,en,2018-02-27 12:31:19,False,,,2019-04-05 04:11:09,
contra_investor,3016161439,NamoReturn,????? ???? ?,#??????????? #?????? #????_???????????? ?? ???? ???? ??? ???? ?? |???? ?????? ?? ???????? ??? ???? ?? ||???? ?? ?????? ?? ???? |??? ?? ???? ????? ???? ?? ||,False,False,friends,20509,22142,113,80072,48,en,2015-02-10 05:35:25,False,,,2019-04-03 05:19:50,????
contra_investor,1274690550,TVMohandasPai,Mohandas Pai,A global citizen and a Bangalorean at heart. Chairman at Aarin Capital | Co-founder @AkshayaPatra,False,False,friends,308,449589,783,71951,56,en,2013-03-17 11:09:50,True,https://t.co/Q0UIHIZgMz,,2019-04-05 07:14:55,Bangalore
contra_investor,713682115984949248,nkgvds,Narendra Agarwal,?????-?????? ??? ???? ? ?????? ????????? ???? ????? ??? ?? ?????? ?? ??? !,False,False,friends,52,589,0,249,19907,en,2016-03-26 11:00:50,False,,,2019-03-18 04:29:36,Vidisha  India
contra_investor,1944717313,UtkarshMarathe,Utkarsh Marathe,???? ? ?? | ????????? ?????? || | 2 Idols in my life 1)Guruji 2) @narendramodi _/\_  | Support my campaign @mahabjpgovt,False,False,friends,1677,1822,26,23918,3115,en,2013-10-07 17:02:43,False,https://t.co/HE2vaqg5Sd,,2019-04-05 11:57:12,Pune  India
contra_investor,3017859833,AshutoshkrUp,Ashutosh kr. Upadhyay ???????,????  ??? ??? ???? ?????/ @narendramodi @amitshah ?? ???? 2019 ??? ?????? ?? ?????? /@BJP4India /Retweet is not endorsment. Visit Likes for My view.,False,False,friends,1840,9129,8,23447,14038,en,2015-02-04 15:31:45,False,,,2019-04-05 12:31:00,Varanasi  New Delhi India
contra_investor,840490718502232064,Shalini15552287,!! ???? ??? !!   ??????? ??????,????? Tag  DM ?? ???? ?? ????? ??? add ?? ???  ??????? ???? ?? ???? likes ??? ????? ??,False,False,friends,921,13734,12,59335,6964,en,2017-03-11 09:12:57,False,,,2019-04-05 02:37:07,Lucknow  India
contra_investor,880744581666660352,sadafIqbalk,sadaf Iqbal,Founder and General Secretary NGO Babu Saheb memorial society Activist of Women rightsPolitical commentator  poet  writer,False,False,friends,9,5447,3,401,129313,en,2017-06-30 11:07:26,False,,,2019-04-05 06:18:30,Gaya  bihar  india
contra_investor,885550494621601792,MadhuTripat14,Chowkidar madhuri,Yes i am  Namo bhaktproud RSS supporterplz no Dm. followed by @piyushGoyaloffc,False,False,friends,425,4168,3,77473,3028,en,2017-07-13 17:24:25,False,,,2019-04-05 11:30:43,???? 
contra_investor,4422309554,ZubinaAhmd,Chowkidar Zubina Ahmad,Don't ask me who I'm........I Support @NarendraModi For 2019 PM...,False,False,friends,81836,189049,198,2204,30,en,2015-12-01 16:46:30,False,,,2019-04-05 12:26:53,India
contra_investor,890941197451235329,Santosh43800350,Santosh Mishra,???????? ???? ?? ??! RTs?endorsements ?? ???: ???????????,False,False,friends,35259,53633,25,69891,23676,en,2017-07-28 14:25:09,False,,,2019-04-05 12:41:05,?????????  ??????????
contra_investor,3297442206,momo_7862,Chowkidar Yogita,Mumbaikar????I love my INDIA..I love Indian Army???? ??I Support PM Narendra Modi ???????? ??#ModiFor2019,False,False,friends,361,2140,3,6887,20786,en,2015-07-27 11:37:04,False,,,2019-04-05 03:44:27,Mumbai  India
contra_investor,2359238156,mahimaC00,Mahima,Young Professional Department of Economic Affairs Ministry of Finance| Sports freak|All views personal,False,False,friends,21,72,0,57,81,en,2014-02-24 09:29:27,False,,,2019-03-28 13:13:19,New Delhi  India
contra_investor,2554906754,loosebool,Chowkidar ?Bull ?,Indian with emotional Heart !#AAPtards & Pakistanis .. Stay Away !! #IndiaFirst ????. RT's are Not Endorsement . My views R personal. Jai Hind??,False,False,friends,7832,40359,155,119523,61102,en-gb,2014-06-08 14:48:17,False,,,2019-04-04 19:16:20,?????????
contra_investor,707231479047315456,PeterSweden7,PeterSweden,I'm Peter Imanuelsen. Swedish independent journalist. Political commentator. I despise Nazis & Communists. My videos: https://t.co/TCu5rpw3k5,False,False,friends,409,127145,1220,20284,1443,sv,2016-03-08 15:48:19,True,https://t.co/gqkocsNu9T,,2019-04-03 23:23:31,M?re og Romsdal  Norway
contra_investor,758859344561569792,majorgauravarya,Major Gaurav Arya (Retd),Soldier. Everything else is secondary.,False,False,friends,249,879919,342,5112,6519,en,2016-07-29 02:59:01,True,https://t.co/6lFKAJJG9b,,2019-04-05 10:23:11,
contra_investor,48989557,KamranBokhari,Dr. Kamran Bokhari,Intelligence/NationalSecurity ForeignPolicy/Geopolitics MiddleEast/South&CentralAsia PoliticalIslam/CVE   @CGlobalPolicy/@arabiaFdn @YowPDIcafe - Feminist?????????,False,False,friends,792,5103,167,20092,1226,en,2009-06-20 12:02:36,False,https://t.co/WsE89oc5ec,,2019-04-05 11:31:35,Washington  DC
contra_investor,4456843753,Angela_Porisky,Angela Porisky ?,,False,False,friends,4586,2104,13,5869,19432,en,2015-12-04 21:03:28,False,,,2019-04-05 05:12:47,Vancouver  British Columbia
contra_investor,622868850,AmrullahSaleh2,Amrullah Saleh,Afghanistan Green Trend (AGT),False,False,friends,735,320461,251,1854,1833,en,2012-06-30 12:46:44,False,,,2019-04-03 15:06:39,Kabul  Afghanistan
contra_investor,937169119991840768,Priya_pandit309,????????? ???? ?????? ??????,?????? ???? ????????????????? ???? ???????????? ??????????? ???? ????????? ?? ??????? ?? ???? ?? ?????????@narendramodi ???????????? ??????U.PMeerut,False,False,friends,102,1013,1,2061,3750,en,2017-12-03 03:58:24,False,https://t.co/7RL3wBJJ2e,,2019-04-04 13:23:17,Uttar Pradesh Meerut
contra_investor,3228394867,aloksharma0008,???? ????? ????????,???? ?? ??????? ???? ????? ?? ????? ???  ????? ?? ??? ?? ???? ?? ???? ???? ?? ???????? ?? ???? ?? ??? ???? ?? ?? ???? ????? ?? ?????____?? ??? ????? ???? ??????,False,False,friends,97,1992,0,251,597,en,2015-05-27 16:16:18,False,,,2019-04-03 09:24:53,Ghaziabad  India
contra_investor,351120282,Ostrov_A,Arsen Ostrovsky,International Lawyer & Political Analyst ?? Passionate about: #Israel ???? #HumanRights ?? #DigitalDiplomacy ?? #Innovation ?? #Food ??. My Opinions RT?E,False,False,friends,6199,46597,1016,132106,5056,en,2011-08-08 20:30:19,True,,,2019-04-05 12:47:33,Israel
contra_investor,3601491732,sgvkp21,?????? ???????,,False,False,friends,462,233,22,29196,7019,en,2015-09-18 05:04:37,False,,,2019-04-05 09:47:48,
contra_investor,1097532515059781637,ChowkidarPSB,Prithviraj Singh Bundela,Got this world blessed with my presence on 3rd of September.Working hard for that blue tick??.If you're honestly happy fukc what people think??.,False,False,friends,146,7,0,101,1327,en,2019-02-18 16:25:17,False,,,2019-04-05 04:33:02,India
contra_investor,955787710525972482,Aastha9305,Aastha Tripathi,???? ???? ?????    ???????? ????????????? ??? ??? ??? #??? ?? ????? #????_??? ???? ?? ??? ??? #?????? ??? ???? ?? ??? ??? #?????????? ????!!?????? ??????,False,False,friends,44,31450,11,16380,50463,hi,2018-01-23 13:02:02,False,,,2019-04-05 10:29:45,???? ????? ??????
contra_investor,588587397,MehrTarar,Mehr Tarar,His mom. Columnist. Author of Do We Not Bleed? & Leaves from Lahore. Cohost of Indus News @CoffeeTablePak. Veritas vos liberabit. Words matter. My ?? is in NYC,False,False,friends,908,189774,692,108318,5229,en,2012-05-23 19:02:46,True,,,2019-03-18 20:01:03,Lahore  Pakistan
contra_investor,811505937911517184,OfficialDGISPR,Maj Gen Asif Ghafoor,Spokesperson Pakistan Armed Forces. Personal Twitter @peaceforchange,False,False,friends,1,2438409,840,543,3,en,2016-12-21 09:37:47,True,https://t.co/PBymuqZz6C,,2019-04-05 09:26:11,Pakistan
contra_investor,85462891,TajinderBagga,Chowkidar Tajinder Pal Singh Bagga,#SwayamSewak #AOLite SpokespersonBJP Delhi Founder @Tshirtbhaiya,False,False,friends,6241,503432,983,52378,38339,en,2009-10-27 00:53:18,True,https://t.co/6Coj9Xlu2s,,2019-04-05 11:56:45,New Delhi
contra_investor,309187913,miss9afi,Ensaf haidar ????,Proud wife of @raif_badawi                                                     RT?s aren?t Endorsements My French account @EnsafHaidarFr,False,False,friends,16347,80660,449,14537,16823,en,2011-06-01 17:42:40,True,https://t.co/ej3wawH8E0,,2019-04-04 13:00:14,Sherbrooke  Qu?bec
contra_investor,947924373029171200,AlinejadMasih,Masih Alinejad ???,Iranian activist TV journalist and Founder of #WhiteWednesdays and #MyStealthyFreedom campaigns against compulsory hijab #MyCameraIsMyWeapon,False,False,friends,584,90331,509,5763,6415,en,2018-01-01 20:15:56,False,,,2019-04-04 20:56:28,
contra_investor,16404141,vivekagnihotri,Vivek Ranjan Agnihotri,Filmmaker. #BuddhaInATrafficJam #TheTashkentFiles Author. #UrbanNaxals Morally it's disgusting. Legally it's questionable. Personally I like it.,False,False,friends,312,149776,528,75781,17827,en,2008-09-22 14:49:26,True,,,2019-04-05 12:38:46,Mumbai  India & Himalayas
contra_investor,158588740,shahfaesal,Shah Faesal,Ex. Director Education Kashmir. MPA Edward. S Mason Fellow@ HKS  Harvard University. Fulbright. Centrist. Kashmiri. On The Wrong Side Of History (Penguin:2019),False,False,friends,2109,86260,179,612,3700,en,2010-06-23 02:54:11,True,https://t.co/ChY6U5u2s9,,2019-04-05 12:30:12,Srinagar Kashmir
contra_investor,318673863,AskAnshul,Anshul Saxena,| News Junkie | Politics | Foreign Affairs | National Security | Observer & Analyst | i tweet informative facts and opinions | https://t.co/F2qHrtdet3,False,False,friends,318,330343,447,35380,13123,en,2011-06-16 21:26:09,True,https://t.co/t0oUBkdoxw,,2019-04-05 12:22:40,India
